"ccode","year","pop","gdp","lab","cra","edu","att","lif","hgt","pol","id","hom","bio","c2p","s2p","s2t","c2t","ine","country","region"
178,1949,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1950,808,1198.207092,NA,NA,0.84,NA,43.16,168.447,1,NA,NA,0.924,0,0,2,NA,37.47378,"Congo","Sub-Saharan Africa"
178,1951,NA,1221.962938,NA,NA,NA,NA,43.16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1952,NA,1245.015076,NA,NA,NA,NA,43.16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1953,NA,1267.294574,NA,NA,NA,NA,43.16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1954,NA,1289.851927,NA,NA,NA,NA,43.16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1955,NA,1312.562025,NA,NA,NA,NA,46.839,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1956,NA,1334.22459,NA,NA,NA,NA,46.839,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1957,NA,1355.970687,NA,NA,NA,NA,46.839,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1958,NA,1377.688922,NA,NA,NA,NA,46.839,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,1959,NA,1399.267987,NA,NA,NA,NA,46.839,NA,1,NA,NA,NA,NA,NA,NA,51,NA,NA,"Sub-Saharan Africa"
178,1960,1011,1415.66198,NA,NA,1.17,NA,50.17,169.376,15,19.41,NA,0.901,0.06,0.01,9,61,NA,NA,"Sub-Saharan Africa"
178,1961,NA,1430.136175,NA,NA,NA,NA,50.17,NA,15,1.3,NA,NA,NA,NA,NA,73,NA,NA,"Sub-Saharan Africa"
178,1962,NA,1443.668267,NA,NA,NA,NA,50.17,NA,15,1.3,NA,NA,NA,NA,NA,65,NA,NA,"Sub-Saharan Africa"
178,1963,NA,1458.078749,NA,NA,NA,NA,50.17,NA,4,0,NA,NA,NA,NA,NA,64,NA,NA,"Sub-Saharan Africa"
178,1964,NA,1472.31168,2.64257843,5.706185516,NA,NA,50.17,NA,4,0,NA,NA,NA,NA,NA,73,NA,NA,"Sub-Saharan Africa"
178,1965,NA,1486.284095,NA,NA,NA,NA,52.502,NA,4,0,NA,NA,NA,NA,NA,67,NA,NA,"Sub-Saharan Africa"
178,1966,NA,1526.577225,NA,NA,NA,NA,52.502,NA,4,0,NA,NA,NA,NA,NA,84,NA,NA,"Sub-Saharan Africa"
178,1967,NA,1568.517893,NA,NA,NA,NA,52.502,NA,4,0,NA,NA,NA,NA,NA,88,NA,NA,"Sub-Saharan Africa"
178,1968,NA,1610.165567,6.779320651,11.96872216,NA,NA,52.502,NA,4,0,NA,NA,NA,NA,NA,123,NA,NA,"Sub-Saharan Africa"
178,1969,NA,1653.110895,NA,NA,NA,NA,52.502,NA,4,0,NA,NA,NA,NA,NA,137,NA,NA,"Sub-Saharan Africa"
178,1970,1333,1696.305014,NA,NA,2.1,NA,54.117,169.036,4,0,NA,0.901,0.11,0.01,20,148,NA,NA,"Sub-Saharan Africa"
178,1971,NA,1786.382521,NA,NA,NA,NA,54.117,NA,4,0,NA,NA,NA,NA,NA,177,NA,NA,"Sub-Saharan Africa"
178,1972,NA,1882.001893,NA,NA,NA,NA,54.117,NA,4,0,NA,NA,NA,NA,NA,171,NA,NA,"Sub-Saharan Africa"
178,1973,NA,1980.960252,NA,NA,NA,NA,54.117,NA,4,0,NA,NA,NA,NA,NA,322,NA,NA,"Sub-Saharan Africa"
178,1974,NA,2083.905274,NA,NA,NA,NA,54.117,NA,4,0,NA,NA,NA,NA,NA,433,NA,NA,"Sub-Saharan Africa"
178,1975,NA,2191.114392,1.782886774,3.565773547,NA,NA,55.45,NA,4,0,NA,NA,NA,NA,NA,290,NA,NA,"Sub-Saharan Africa"
178,1976,NA,2140.541242,NA,NA,NA,NA,55.45,NA,4,0,NA,NA,NA,NA,NA,323,NA,NA,"Sub-Saharan Africa"
178,1977,NA,1908.811279,NA,NA,NA,NA,55.45,NA,4,0,NA,NA,NA,NA,NA,120,NA,NA,"Sub-Saharan Africa"
178,1978,NA,1823.659622,NA,NA,NA,NA,55.45,NA,4,0,NA,NA,NA,NA,NA,77,NA,NA,"Sub-Saharan Africa"
178,1979,NA,2042.585852,NA,NA,NA,NA,55.45,NA,3,0,NA,NA,NA,NA,NA,84,NA,NA,"Sub-Saharan Africa"
178,1980,1815,2324.000564,NA,NA,4.07,NA,56.619,168.369,3,0,NA,0.901,0.05,0.01,23,99,NA,NA,"Sub-Saharan Africa"
178,1981,NA,2724.871384,NA,NA,NA,NA,56.619,NA,3,0,NA,NA,NA,NA,NA,117,NA,NA,"Sub-Saharan Africa"
178,1982,NA,2857.336768,NA,NA,NA,NA,56.619,NA,3,0,NA,NA,NA,NA,NA,356,NA,NA,"Sub-Saharan Africa"
178,1983,NA,2913.038276,NA,NA,NA,NA,56.619,NA,3,0,NA,NA,NA,NA,NA,303,NA,NA,"Sub-Saharan Africa"
178,1984,NA,3008.132416,NA,NA,NA,NA,56.619,NA,3,0,NA,NA,NA,NA,NA,301,NA,NA,"Sub-Saharan Africa"
178,1985,NA,2787.063103,NA,NA,NA,NA,56.33,NA,3,0,NA,NA,NA,NA,NA,336,NA,NA,"Sub-Saharan Africa"
178,1986,NA,2519.062787,NA,NA,NA,NA,56.33,NA,3,0,NA,NA,NA,NA,NA,280,NA,NA,"Sub-Saharan Africa"
178,1987,NA,2459.669924,NA,NA,NA,NA,56.33,NA,3,0,NA,NA,NA,NA,NA,348,NA,NA,"Sub-Saharan Africa"
178,1988,NA,2389.158275,NA,NA,NA,NA,56.33,NA,3,0,NA,NA,NA,NA,NA,393,NA,NA,"Sub-Saharan Africa"
178,1989,NA,2401.808514,NA,NA,NA,NA,56.33,NA,3,0,NA,NA,NA,NA,NA,259,NA,NA,"Sub-Saharan Africa"
178,1990,2446,2380.404951,NA,NA,5.28,NA,53.901,NA,3,0,NA,0.901,0.13,0.01,26,320,NA,NA,"Sub-Saharan Africa"
178,1991,NA,2363.075912,NA,NA,NA,NA,53.901,NA,10,0,NA,NA,NA,NA,NA,265,NA,NA,"Sub-Saharan Africa"
178,1992,NA,2351.092312,NA,NA,NA,NA,53.901,NA,16,19.26,NA,NA,NA,NA,NA,339,NA,NA,"Sub-Saharan Africa"
178,1993,NA,2254.133069,NA,NA,NA,NA,53.901,NA,16,15.27,NA,NA,NA,NA,NA,350,NA,NA,"Sub-Saharan Africa"
178,1994,NA,2062.411586,NA,NA,NA,NA,53.901,NA,16,15.27,NA,NA,NA,NA,NA,575,NA,NA,"Sub-Saharan Africa"
178,1995,NA,2080.716408,NA,NA,NA,NA,52.476,NA,16,15.27,NA,NA,NA,NA,NA,422,NA,NA,"Sub-Saharan Africa"
178,1996,NA,2105.632374,NA,NA,NA,NA,52.476,NA,16,15.27,NA,NA,NA,NA,NA,464,NA,NA,"Sub-Saharan Africa"
178,1997,NA,2039.630055,NA,NA,NA,NA,52.476,NA,5,0,NA,NA,NA,NA,NA,637,NA,NA,"Sub-Saharan Africa"
178,1998,NA,2058.336907,NA,NA,NA,NA,52.476,NA,5,0,NA,NA,NA,NA,NA,212,NA,NA,"Sub-Saharan Africa"
178,1999,NA,1934.517752,NA,NA,NA,NA,52.476,NA,5,0,NA,NA,NA,NA,NA,224,NA,NA,"Sub-Saharan Africa"
178,2000,3036,2004.22624,NA,NA,5.68,NA,52.838,NA,5,0,NA,0.9,0.09,0.06,180,286,NA,NA,"Sub-Saharan Africa"
178,2001,3103,1989.206126,NA,NA,NA,NA,52.838,NA,6,NA,NA,NA,NA,NA,NA,368,NA,NA,"Sub-Saharan Africa"
178,2002,3180,2039.68207,NA,NA,NA,NA,52.838,NA,7,NA,NA,NA,NA,NA,NA,327,NA,NA,"Sub-Saharan Africa"
178,2003,3261,2005.416705,NA,NA,NA,NA,52.838,NA,7,NA,NA,NA,NA,NA,NA,421,NA,NA,"Sub-Saharan Africa"
178,2004,3341,2022.694593,NA,NA,NA,NA,52.838,NA,7,NA,18.8,NA,NA,NA,NA,643,NA,NA,"Sub-Saharan Africa"
178,2005,3417,2119.865638,NA,NA,NA,NA,55.679,NA,7,NA,NA,NA,NA,NA,NA,546,NA,NA,"Sub-Saharan Africa"
178,2006,3486,2190.301659,NA,NA,NA,NA,55.679,NA,7,NA,NA,NA,NA,NA,NA,383,NA,NA,"Sub-Saharan Africa"
178,2007,3551,2099.76404,NA,NA,NA,NA,55.679,NA,7,NA,NA,NA,NA,NA,NA,426,NA,NA,"Sub-Saharan Africa"
178,2008,3615,2159.02136,NA,NA,NA,NA,55.679,NA,7,NA,30.8,NA,NA,NA,NA,542,NA,NA,"Sub-Saharan Africa"
178,2009,3683,NA,NA,NA,NA,NA,55.679,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
178,2010,3759,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,0.9,0.12,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1800,8488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1810,8695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1820,8907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982,0,0,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1830,9124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982,0,0,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1840,9347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,0,0,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1850,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1860,9808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1870,10047,NA,NA,NA,NA,NA,NA,165.734,NA,NA,NA,0.978,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1880,10292,NA,NA,NA,NA,NA,NA,163.2,NA,NA,NA,0.977,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1885,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1886,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1887,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1888,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1889,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1890,10544,NA,NA,NA,NA,NA,NA,162.609,1,NA,NA,0.976,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1891,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1892,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1893,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1894,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1895,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1896,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1897,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1898,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1899,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1900,10801,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.975,0,0,1,NA,NA,NA,"Sub-Saharan Africa"
180,1901,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1902,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1903,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1904,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1905,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1906,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1907,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1908,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1909,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1910,11064,NA,NA,NA,NA,NA,NA,165.3,1,NA,NA,0.974,0,0,1,NA,42.12181,"Congo, the deomcratic republic of the","Sub-Saharan Africa"
180,1911,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1912,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1913,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1914,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1915,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1916,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1917,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1918,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1919,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
180,1920,11334,NA,NA,NA,NA,NA,NA,163.146,1,NA,NA,0.973,0,0,1,1,NA,NA,"Sub-Saharan Africa"
180,1921,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,"Sub-Saharan Africa"
180,1922,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22,NA,NA,"Sub-Saharan Africa"
180,1923,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,44,NA,NA,"Sub-Saharan Africa"
180,1924,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,59,NA,NA,"Sub-Saharan Africa"
180,1925,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,47,NA,NA,"Sub-Saharan Africa"
180,1926,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,65,NA,NA,"Sub-Saharan Africa"
180,1927,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,63,NA,NA,"Sub-Saharan Africa"
180,1928,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,77,NA,NA,"Sub-Saharan Africa"
180,1929,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,83,44.37,"Congo, the deomcratic republic of the","Sub-Saharan Africa"
180,1930,11610,NA,NA,NA,NA,NA,NA,167.308,1,NA,NA,0.971,0.01,0.01,109,106,NA,NA,"Sub-Saharan Africa"
180,1931,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,68,NA,NA,"Sub-Saharan Africa"
180,1932,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14,NA,NA,"Sub-Saharan Africa"
180,1933,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"Sub-Saharan Africa"
180,1934,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,"Sub-Saharan Africa"
180,1935,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,NA,"Sub-Saharan Africa"
180,1936,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,NA,NA,"Sub-Saharan Africa"
180,1937,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,28,NA,NA,"Sub-Saharan Africa"
180,1938,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,33,NA,NA,"Sub-Saharan Africa"
180,1939,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,"Sub-Saharan Africa"
180,1940,11894,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.97,0,0.01,119,21,NA,NA,"Sub-Saharan Africa"
180,1941,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,28,NA,NA,"Sub-Saharan Africa"
180,1942,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,39,NA,NA,"Sub-Saharan Africa"
180,1943,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,60,NA,NA,"Sub-Saharan Africa"
180,1944,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,47,NA,NA,"Sub-Saharan Africa"
180,1945,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,47,NA,NA,"Sub-Saharan Africa"
180,1946,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,85,NA,NA,"Sub-Saharan Africa"
180,1947,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,89,NA,NA,"Sub-Saharan Africa"
180,1948,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,102,NA,NA,"Sub-Saharan Africa"
180,1949,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,130,NA,NA,"Sub-Saharan Africa"
180,1950,12184,569.7420742,NA,NA,0.63,NA,39.055,168.469,1,NA,NA,0.968,0.03,0.02,215,404,NA,NA,"Sub-Saharan Africa"
180,1951,NA,624.2989169,NA,NA,NA,NA,39.055,NA,1,NA,NA,NA,NA,NA,NA,477,NA,NA,"Sub-Saharan Africa"
180,1952,NA,668.3484669,NA,NA,NA,NA,39.055,NA,1,NA,NA,NA,NA,NA,NA,569,NA,NA,"Sub-Saharan Africa"
180,1953,NA,692.7456556,NA,NA,NA,NA,39.055,NA,1,NA,NA,NA,NA,NA,NA,625,NA,NA,"Sub-Saharan Africa"
180,1954,NA,720.4598574,NA,NA,NA,NA,39.055,NA,1,NA,NA,NA,NA,NA,NA,769,NA,NA,"Sub-Saharan Africa"
180,1955,NA,733.6435886,NA,NA,NA,NA,40.548,NA,1,NA,NA,NA,NA,NA,NA,925,NA,NA,"Sub-Saharan Africa"
180,1956,NA,767.5331402,NA,NA,NA,NA,40.548,NA,1,NA,NA,NA,NA,NA,NA,868,NA,NA,"Sub-Saharan Africa"
180,1957,NA,775.6533839,NA,NA,NA,NA,40.548,NA,1,NA,NA,NA,NA,NA,NA,909,NA,NA,"Sub-Saharan Africa"
180,1958,NA,737.6446358,NA,NA,NA,NA,40.548,NA,1,NA,NA,NA,NA,NA,NA,799,NA,NA,"Sub-Saharan Africa"
180,1959,NA,747.2411718,NA,NA,NA,NA,40.548,NA,1,NA,NA,NA,NA,NA,NA,737,NA,NA,"Sub-Saharan Africa"
180,1960,15385,747.9148547,NA,NA,0.81,NA,41.627,168.32,11,0,NA,0.959,0.04,0.02,297,633,NA,NA,"Sub-Saharan Africa"
180,1961,NA,652.5703803,NA,NA,NA,NA,41.627,NA,11,0,NA,NA,NA,NA,NA,643,NA,NA,"Sub-Saharan Africa"
180,1962,NA,767.4798553,NA,NA,NA,NA,41.627,NA,11,0,NA,NA,NA,NA,NA,593,NA,NA,"Sub-Saharan Africa"
180,1963,NA,783.483009,NA,NA,NA,NA,41.627,NA,8,0,NA,NA,NA,NA,NA,626,NA,NA,"Sub-Saharan Africa"
180,1964,NA,747.3747421,NA,NA,NA,NA,41.627,NA,5,0,NA,NA,NA,NA,NA,538,NA,NA,"Sub-Saharan Africa"
180,1965,NA,737.9938824,4.797872139,6.333727298,NA,NA,42.987,NA,2,0,NA,NA,NA,NA,NA,674,NA,NA,"Sub-Saharan Africa"
180,1966,NA,768.1383878,NA,NA,NA,NA,42.987,NA,2,0,NA,NA,NA,NA,NA,656,NA,NA,"Sub-Saharan Africa"
180,1967,NA,737.7492593,NA,NA,NA,NA,42.987,NA,2,0,NA,NA,NA,NA,NA,625,NA,NA,"Sub-Saharan Africa"
180,1968,NA,745.9873392,NA,NA,NA,NA,42.987,NA,2,0,NA,NA,NA,NA,NA,919,NA,NA,"Sub-Saharan Africa"
180,1969,NA,792.0938764,6.178944291,8.883606738,NA,NA,42.987,NA,2,0,NA,NA,NA,NA,NA,995,NA,NA,"Sub-Saharan Africa"
180,1970,20285,768.4214867,NA,NA,1.18,NA,44.772,169.049,2,0,NA,0.958,0.04,0.02,391,740,NA,NA,"Sub-Saharan Africa"
180,1971,NA,795.3247396,NA,NA,NA,NA,44.772,NA,2,0,NA,NA,NA,NA,NA,808,NA,NA,"Sub-Saharan Africa"
180,1972,NA,774.827809,NA,NA,NA,NA,44.772,NA,2,0,NA,NA,NA,NA,NA,824,NA,NA,"Sub-Saharan Africa"
180,1973,NA,818.5201606,NA,NA,NA,NA,44.772,NA,2,0,NA,NA,NA,NA,NA,871,NA,NA,"Sub-Saharan Africa"
180,1974,NA,823.4555357,NA,NA,NA,NA,44.772,NA,2,0,NA,NA,NA,NA,NA,919,NA,NA,"Sub-Saharan Africa"
180,1975,NA,760.631119,NA,NA,NA,NA,45.629,NA,2,0,NA,NA,NA,NA,NA,881,NA,NA,"Sub-Saharan Africa"
180,1976,NA,697.3443239,NA,NA,NA,NA,45.629,NA,2,0,NA,NA,NA,NA,NA,925,NA,NA,"Sub-Saharan Africa"
180,1977,NA,681.2971573,NA,NA,NA,NA,45.629,NA,2,0,NA,NA,NA,NA,NA,944,NA,NA,"Sub-Saharan Africa"
180,1978,NA,623.1723664,0.480407994,0.672571192,NA,NA,45.629,NA,2,0,NA,NA,NA,NA,NA,960,NA,NA,"Sub-Saharan Africa"
180,1979,NA,602.7491589,NA,NA,NA,NA,45.629,NA,2,0,NA,NA,NA,NA,NA,1018,NA,NA,"Sub-Saharan Africa"
180,1980,27170,598.2036182,NA,NA,1.96,NA,46.616,167.542,2,0,NA,0.957,0.03,0.01,358,946,NA,NA,"Sub-Saharan Africa"
180,1981,NA,595.9850543,NA,NA,NA,NA,46.616,NA,2,0,NA,NA,NA,NA,NA,1024,NA,NA,"Sub-Saharan Africa"
180,1982,NA,576.8602281,NA,NA,NA,NA,46.616,NA,2,0,NA,NA,NA,NA,NA,826,NA,NA,"Sub-Saharan Africa"
180,1983,NA,570.0878501,NA,NA,NA,NA,46.616,NA,2,0,NA,NA,NA,NA,NA,1083,NA,NA,"Sub-Saharan Africa"
180,1984,NA,585.1628433,NA,NA,NA,NA,46.616,NA,2,0.4,NA,NA,NA,NA,NA,1066,NA,NA,"Sub-Saharan Africa"
180,1985,NA,570.1072125,NA,NA,NA,NA,47.195,NA,2,0.4,NA,NA,NA,NA,NA,973,NA,NA,"Sub-Saharan Africa"
180,1986,NA,579.0785677,NA,NA,NA,NA,47.195,NA,2,0.4,NA,NA,NA,NA,NA,902,NA,NA,"Sub-Saharan Africa"
180,1987,NA,576.062948,NA,NA,NA,NA,47.195,NA,2,0.4,NA,NA,NA,NA,NA,1025,NA,NA,"Sub-Saharan Africa"
180,1988,NA,561.2053153,NA,NA,NA,NA,47.195,NA,2,0.4,NA,NA,NA,NA,NA,1068,NA,NA,"Sub-Saharan Africa"
180,1989,NA,540.0670079,NA,NA,NA,NA,47.195,NA,2,0.4,NA,NA,NA,NA,NA,1156,NA,NA,"Sub-Saharan Africa"
180,1990,37016,510.1996391,NA,NA,3.14,NA,47.443,NA,3,0.4,NA,0.956,0.03,0.01,250,1084,NA,NA,"Sub-Saharan Africa"
180,1991,NA,451.3942648,NA,NA,NA,NA,47.443,NA,3,0,NA,NA,NA,NA,NA,1011,NA,NA,"Sub-Saharan Africa"
180,1992,NA,391.3063272,NA,NA,NA,NA,47.443,NA,11,0,NA,NA,NA,NA,NA,908,NA,NA,"Sub-Saharan Africa"
180,1993,NA,327.310236,NA,NA,NA,NA,47.443,NA,11,0,NA,NA,NA,NA,NA,864,NA,NA,"Sub-Saharan Africa"
180,1994,NA,303.9097627,NA,NA,NA,NA,47.443,NA,11,0,NA,NA,NA,NA,NA,708,NA,NA,"Sub-Saharan Africa"
180,1995,NA,293.5754035,NA,NA,NA,NA,45.728,NA,11,0,NA,NA,NA,NA,NA,696,NA,NA,"Sub-Saharan Africa"
180,1996,NA,284.3393781,NA,NA,NA,NA,45.728,NA,11,0,NA,NA,NA,NA,NA,701,NA,NA,"Sub-Saharan Africa"
180,1997,NA,265.5948343,NA,NA,NA,NA,45.728,NA,11,0,NA,NA,NA,NA,NA,681,NA,NA,"Sub-Saharan Africa"
180,1998,NA,255.3766265,NA,NA,NA,NA,45.728,NA,11,0,NA,NA,NA,NA,NA,691,NA,NA,"Sub-Saharan Africa"
180,1999,NA,237.0677961,NA,NA,NA,NA,45.728,NA,11,0,NA,NA,NA,NA,NA,613,NA,NA,"Sub-Saharan Africa"
180,2000,50829,214.1647649,NA,NA,3.48,NA,47.431,NA,11,0,NA,0.953,0.01,0,15,449,NA,NA,"Sub-Saharan Africa"
180,2001,52284,203.4133202,NA,NA,NA,NA,47.431,NA,11,NA,NA,NA,NA,NA,NA,427,NA,NA,"Sub-Saharan Africa"
