"ccode","year","pop","gdp","lab","cra","edu","att","lif","hgt","pol","id","hom","bio","c2p","s2p","s2t","c2t","ine","country","region"
4,1800,3136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1810,3207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1820,3280,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.946,0,0,NA,NA,NA,NA,"South and South-East Asia"
4,1821,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1822,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1823,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1824,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1825,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1826,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1827,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1828,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1829,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1830,3389,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.943,0,0,NA,NA,NA,NA,"South and South-East Asia"
4,1831,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1832,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1833,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1834,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1835,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1836,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1837,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1838,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1839,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1840,3577,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.939,0,0,NA,NA,NA,NA,"South and South-East Asia"
4,1841,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1842,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1843,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1844,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1845,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1846,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1847,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1848,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1849,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1850,3776,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.934,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1851,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1852,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1853,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1854,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1855,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1856,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1857,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1858,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1859,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1860,3986,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.929,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1861,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1862,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1863,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1864,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1865,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1866,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1867,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1868,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1869,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1870,4207,NA,NA,NA,NA,NA,NA,168.4,5,NA,NA,0.923,0,0,0,NA,49.58121,"Afghanistan","South and South-East Asia"
4,1871,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1872,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1873,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1874,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1875,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1876,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1877,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1878,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1879,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1880,4507,NA,NA,NA,NA,NA,NA,165.69,5,NA,NA,0.915,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1881,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1882,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1883,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1884,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1885,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1886,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1887,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1888,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1889,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1890,4882,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.906,0,0,0,NA,36.52764,"Afghanistan","South and South-East Asia"
4,1891,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1892,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1893,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1894,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1895,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1896,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1897,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1898,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1899,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1900,5289,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.895,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1901,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1902,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1903,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1904,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1905,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1906,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1907,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1908,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1909,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1910,5730,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.884,0,0,0,NA,42.47902,"Afghanistan","South and South-East Asia"
4,1911,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1912,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1913,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1914,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1915,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1916,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1917,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1918,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1919,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1920,6335,NA,NA,NA,NA,NA,NA,NA,5,0,NA,0.868,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1921,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1922,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1923,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1924,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1925,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1926,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1927,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1928,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1929,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1930,6941,NA,NA,NA,NA,NA,NA,166.8,5,0,NA,0.851,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1931,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1932,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1933,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1934,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1935,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1936,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1937,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1938,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1939,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1940,7546,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0.833,0,0,0,NA,NA,NA,"South and South-East Asia"
4,1941,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1942,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1943,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1944,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1945,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1946,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1947,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1948,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,1949,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,4,NA,NA,"South and South-East Asia"
4,1950,8151,644.7561632,NA,NA,0.22,NA,27.706,NA,1,0,NA,0.814,0,0,0,23,NA,NA,"South and South-East Asia"
4,1951,NA,652.7874495,NA,NA,NA,NA,27.706,NA,1,0,NA,NA,NA,NA,NA,25,NA,NA,"South and South-East Asia"
4,1952,NA,663.5939493,NA,NA,NA,NA,27.706,NA,1,0,NA,NA,NA,NA,NA,25,NA,NA,"South and South-East Asia"
4,1953,NA,692.0389394,NA,NA,NA,NA,27.706,NA,1,0,NA,NA,NA,NA,NA,29,NA,NA,"South and South-East Asia"
4,1954,NA,694.1701167,NA,NA,NA,NA,27.706,NA,1,0,NA,NA,NA,NA,NA,29,NA,NA,"South and South-East Asia"
4,1955,NA,695.0685784,NA,NA,NA,NA,30.284,NA,1,0,NA,NA,NA,NA,NA,42,NA,NA,"South and South-East Asia"
4,1956,NA,712.6510907,NA,NA,NA,NA,30.284,NA,1,0,NA,NA,NA,NA,NA,50,NA,NA,"South and South-East Asia"
4,1957,NA,698.8471079,NA,NA,NA,NA,30.284,NA,1,0,NA,NA,NA,NA,NA,80,NA,NA,"South and South-East Asia"
4,1958,NA,723.4405778,NA,NA,NA,NA,30.284,NA,1,0,NA,NA,NA,NA,NA,90,NA,NA,"South and South-East Asia"
4,1959,NA,728.9649052,NA,NA,NA,NA,30.284,NA,1,0,NA,NA,NA,NA,NA,105,NA,NA,"South and South-East Asia"
4,1960,8271,739.4106486,NA,NA,0.31,NA,32.862,NA,1,0,NA,0.774,0.01,0,0,113,NA,NA,"South and South-East Asia"
4,1961,NA,729.9267893,NA,NA,NA,NA,32.862,NA,1,0,NA,NA,NA,NA,NA,134,NA,NA,"South and South-East Asia"
4,1962,NA,726.3017159,NA,NA,NA,NA,32.862,NA,1,0,NA,NA,NA,NA,NA,188,NA,NA,"South and South-East Asia"
4,1963,NA,723.189125,NA,NA,NA,NA,32.862,NA,1,0,NA,NA,NA,NA,NA,193,NA,NA,"South and South-East Asia"
4,1964,NA,720.4839612,NA,NA,NA,NA,32.862,NA,4,0,NA,NA,NA,NA,NA,229,NA,NA,"South and South-East Asia"
4,1965,NA,719.5929035,NA,NA,NA,NA,35.419,NA,4,0,NA,NA,NA,NA,NA,276,NA,NA,"South and South-East Asia"
4,1966,NA,709.7114237,NA,NA,NA,NA,35.419,NA,4,0,NA,NA,NA,NA,NA,298,NA,NA,"South and South-East Asia"
4,1967,NA,711.9105742,NA,NA,NA,NA,35.419,NA,4,0,NA,NA,NA,NA,NA,350,NA,NA,"South and South-East Asia"
4,1968,NA,719.4731305,NA,NA,NA,NA,35.419,NA,4,0,NA,NA,NA,NA,NA,333,NA,NA,"South and South-East Asia"
4,1969,NA,713.1226109,NA,NA,NA,NA,35.419,NA,4,0,NA,NA,NA,NA,NA,257,NA,NA,"South and South-East Asia"
4,1970,11840,709.4576032,NA,NA,0.62,NA,37.861,NA,4,0,NA,0.771,0.04,0,0,452,NA,NA,"South and South-East Asia"
4,1971,NA,658.6984392,NA,NA,NA,NA,37.861,NA,4,0,NA,NA,NA,NA,NA,514,NA,NA,"South and South-East Asia"
4,1972,NA,629.9954279,NA,NA,NA,NA,37.861,NA,4,0,NA,NA,NA,NA,NA,415,NA,NA,"South and South-East Asia"
4,1973,NA,684.0618506,NA,NA,NA,NA,37.861,NA,4,0,NA,NA,NA,NA,NA,438,NA,NA,"South and South-East Asia"
4,1974,NA,702.8715206,NA,NA,NA,NA,37.861,NA,4,0,NA,NA,NA,NA,NA,514,NA,NA,"South and South-East Asia"
4,1975,NA,720.6330532,NA,NA,NA,NA,40.11,NA,4,0,NA,NA,NA,NA,NA,566,NA,NA,"South and South-East Asia"
4,1976,NA,737.4476162,NA,NA,NA,NA,40.11,NA,4,0,NA,NA,NA,NA,NA,527,NA,NA,"South and South-East Asia"
4,1977,NA,669.2709026,NA,NA,NA,NA,40.11,NA,4,0,NA,NA,NA,NA,NA,637,NA,NA,"South and South-East Asia"
4,1978,NA,704.1588926,NA,NA,NA,NA,40.11,NA,NA,0,NA,NA,NA,NA,NA,577,NA,NA,"South and South-East Asia"
4,1979,NA,688.8189291,NA,NA,NA,NA,40.11,NA,NA,0,NA,NA,NA,NA,NA,596,NA,NA,"South and South-East Asia"
4,1980,13946,689.9746687,NA,NA,1.09,NA,42.617,NA,NA,0,NA,0.77,0.03,0,0,468,NA,NA,"South and South-East Asia"
4,1981,NA,763.5575629,NA,NA,NA,NA,42.617,NA,NA,0,NA,NA,NA,NA,NA,527,NA,NA,"South and South-East Asia"
4,1982,NA,832.6465772,NA,NA,NA,NA,42.617,NA,NA,0,NA,NA,NA,NA,NA,560,NA,NA,"South and South-East Asia"
4,1983,NA,862.5476877,NA,NA,NA,NA,42.617,NA,NA,0,NA,NA,NA,NA,NA,674,NA,NA,"South and South-East Asia"
4,1984,NA,846.7450474,NA,NA,NA,NA,42.617,NA,NA,0,NA,NA,NA,NA,NA,758,NA,NA,"South and South-East Asia"
4,1985,NA,818.9504214,NA,NA,NA,NA,46.441,NA,NA,0,NA,NA,NA,NA,NA,943,NA,NA,"South and South-East Asia"
4,1986,NA,877.6639891,NA,NA,NA,NA,46.441,NA,NA,0,NA,NA,NA,NA,NA,841,NA,NA,"South and South-East Asia"
4,1987,NA,725.7017021,NA,NA,NA,NA,46.441,NA,NA,0,NA,NA,NA,NA,NA,836,NA,NA,"South and South-East Asia"
4,1988,NA,655.5617108,NA,NA,NA,NA,46.441,NA,NA,0,NA,NA,NA,NA,NA,765,NA,NA,"South and South-East Asia"
4,1989,NA,639.7522359,NA,NA,NA,NA,46.441,NA,3,0,NA,NA,NA,NA,NA,740,NA,NA,"South and South-East Asia"
4,1990,12580,604.0490304,NA,NA,1.6,NA,50.659,167.1,3,0,NA,0.77,0.06,0,0,713,NA,NA,"South and South-East Asia"
4,1991,NA,600.5932102,NA,NA,NA,NA,50.659,NA,3,0,NA,NA,NA,NA,NA,665,NA,NA,"South and South-East Asia"
4,1992,NA,552.8277775,NA,NA,NA,NA,50.659,NA,NA,0,NA,NA,NA,NA,NA,380,NA,NA,"South and South-East Asia"
4,1993,NA,475.7891576,NA,NA,NA,NA,50.659,NA,NA,0,NA,NA,NA,NA,NA,366,NA,NA,"South and South-East Asia"
4,1994,NA,426.0660999,NA,NA,NA,NA,50.659,NA,NA,0,NA,NA,NA,NA,NA,352,NA,NA,"South and South-East Asia"
4,1995,NA,512.4157866,NA,NA,NA,NA,53.809,NA,NA,0,NA,NA,NA,NA,NA,338,NA,NA,"South and South-East Asia"
4,1996,NA,526.0686692,NA,NA,NA,NA,53.809,NA,4,0,NA,NA,NA,NA,NA,321,NA,NA,"South and South-East Asia"
4,1997,NA,540.9086032,NA,NA,NA,NA,53.809,NA,4,0,NA,NA,NA,NA,NA,299,NA,NA,"South and South-East Asia"
4,1998,NA,556.1953237,NA,NA,NA,NA,53.809,NA,4,0,NA,NA,NA,NA,NA,283,NA,NA,"South and South-East Asia"
4,1999,NA,571.2563173,NA,NA,NA,NA,53.809,NA,4,0,NA,NA,NA,NA,NA,224,NA,NA,"South and South-East Asia"
4,2000,20536,565.2309015,NA,NA,2.51,NA,55.818,161.4,4,0,NA,0.773,0.01,0,0,210,NA,NA,"South and South-East Asia"
4,2001,21175,506.5962946,NA,NA,NA,NA,55.818,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,"South and South-East Asia"
4,2002,21923,618.717327,NA,NA,NA,NA,55.818,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,"South and South-East Asia"
4,2003,22755,668.4316346,NA,NA,NA,NA,55.818,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,"South and South-East Asia"
4,2004,23627,685.1098159,NA,NA,NA,NA,55.818,NA,NA,NA,3.4,NA,NA,NA,NA,189,NA,NA,"South and South-East Asia"
4,2005,24507,757.7937736,NA,NA,NA,NA,58.37,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,"South and South-East Asia"
4,2006,25390,790.1601047,NA,NA,NA,NA,58.37,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,"South and South-East Asia"
4,2007,26290,862.6235943,NA,NA,NA,NA,58.37,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,"South and South-East Asia"
4,2008,27208,868.8580032,NA,NA,NA,NA,58.37,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,"South and South-East Asia"
4,2009,28150,NA,NA,NA,NA,NA,58.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South and South-East Asia"
4,2010,29117,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,0.771,0.01,NA,NA,NA,NA,NA,"South and South-East Asia"
8,1800,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East. Europe and form. SU"
8,1810,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East. Europe and form. SU"
8,1820,437,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.92,0,0,NA,NA,NA,NA,"East. Europe and form. SU"
8,1821,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East. Europe and form. SU"
8,1822,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East. Europe and form. SU"
8,1823,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East. Europe and form. SU"
